attribute_0,symboling,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,compression-ratio,city-mpg,highway-mpg,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,normalized-losses,num-of-doors,bore,stroke,peak-rpm,class,price
76,1.0,93.0,157.3,63.8,50.8,2145.0,4,98.0,7.6,24,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,161.0,2.0,3.03,3.39,5500.0,102.0,7689
77,3.0,96.3,173.0,65.4,49.4,2370.0,4,110.0,7.5,23,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,153.0,2.0,3.17,3.46,5500.0,116.0,9959
78,3.0,96.3,173.0,65.4,49.4,2328.0,4,122.0,8.5,25,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,153.0,2.0,3.35,3.46,5000.0,88.0,8499
79,3.0,95.9,173.2,66.3,50.2,2833.0,4,156.0,7.0,19,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,122.0,2.0,3.58,3.86,5000.0,145.0,12629
80,3.0,95.9,173.2,66.3,50.2,2921.0,4,156.0,7.0,19,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,122.0,2.0,3.59,3.86,5000.0,145.0,14869
81,3.0,95.9,173.2,66.3,50.2,2926.0,4,156.0,7.0,19,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,122.0,2.0,3.59,3.86,5000.0,145.0,14489
82,1.0,96.3,172.4,65.4,51.6,2365.0,4,122.0,8.5,25,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,125.0,4.0,3.35,3.46,5000.0,88.0,6989
83,1.0,96.3,172.4,65.4,51.6,2405.0,4,122.0,8.5,25,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,125.0,4.0,3.35,3.46,5000.0,88.0,8189
84,1.0,96.3,172.4,65.4,51.6,2403.0,4,110.0,7.5,23,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,125.0,4.0,3.17,3.46,5500.0,116.0,9279
85,-1.0,96.3,172.4,65.4,51.6,2403.0,4,110.0,7.5,23,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,137.0,4.0,3.17,3.46,5500.0,116.0,9279
86,1.0,94.5,165.3,63.8,54.5,1889.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128.0,2.0,3.15,3.29,5200.0,69.0,5499
87,1.0,94.5,165.3,63.8,54.5,2017.0,4,103.0,21.9,45,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,128.0,2.0,2.99,3.47,4800.0,55.0,7099
88,1.0,94.5,165.3,63.8,54.5,1918.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128.0,2.0,3.15,3.29,5200.0,69.0,6649
89,1.0,94.5,165.3,63.8,54.5,1938.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,122.0,4.0,3.15,3.29,5200.0,69.0,6849
90,1.0,94.5,170.2,63.8,53.5,2024.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,103.0,4.0,3.15,3.29,5200.0,69.0,7349
91,1.0,94.5,165.3,63.8,54.5,1951.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128.0,2.0,3.15,3.29,5200.0,69.0,7299
92,1.0,94.5,165.6,63.8,53.3,2028.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128.0,2.0,3.15,3.29,5200.0,69.0,7799
93,1.0,94.5,165.3,63.8,54.5,1971.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,122.0,4.0,3.15,3.29,5200.0,69.0,7499
94,1.0,94.5,170.2,63.8,53.5,2037.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,103.0,4.0,3.15,3.29,5200.0,69.0,7999
95,2.0,95.1,162.4,63.8,53.3,2008.0,4,97.0,9.4,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,168.0,2.0,3.15,3.29,5200.0,69.0,8249
96,0.0,97.2,173.4,65.2,54.7,2324.0,4,120.0,8.5,27,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,106.0,4.0,3.33,3.47,5200.0,97.0,8949
97,0.0,97.2,173.4,65.2,54.7,2302.0,4,120.0,8.5,27,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,106.0,4.0,3.33,3.47,5200.0,97.0,9549
98,0.0,100.4,181.7,66.5,55.1,3095.0,6,181.0,9.0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,128.0,4.0,3.43,3.27,5200.0,152.0,13499
99,0.0,100.4,184.6,66.5,56.1,3296.0,6,181.0,9.0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,108.0,4.0,3.43,3.27,5200.0,152.0,14399
100,0.0,100.4,184.6,66.5,55.1,3060.0,6,181.0,9.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,108.0,4.0,3.43,3.27,5200.0,152.0,13499
101,3.0,91.3,170.7,67.9,49.7,3071.0,6,181.0,9.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,194.0,2.0,3.43,3.27,5200.0,160.0,17199
102,3.0,91.3,170.7,67.9,49.7,3139.0,6,181.0,7.8,17,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,194.0,2.0,3.43,3.27,5200.0,200.0,19699
103,1.0,99.2,178.5,67.9,49.7,3139.0,6,181.0,9.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,231.0,2.0,3.43,3.27,5200.0,160.0,18399
104,0.0,107.9,186.7,68.4,56.7,3020.0,4,120.0,8.4,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,161.0,4.0,3.46,3.19,5000.0,97.0,11900
105,0.0,107.9,186.7,68.4,56.7,3197.0,4,152.0,21.0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,161.0,4.0,3.7,3.52,4150.0,95.0,13200
106,0.0,114.2,198.9,68.4,58.7,3230.0,4,120.0,8.4,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.46,3.19,5000.0,97.0,12440
107,0.0,114.2,198.9,68.4,58.7,3430.0,4,152.0,21.0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,122.0,4.0,3.7,3.52,4150.0,95.0,13860
108,0.0,107.9,186.7,68.4,56.7,3075.0,4,120.0,8.4,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,161.0,4.0,3.46,2.19,5000.0,95.0,15580
109,0.0,107.9,186.7,68.4,56.7,3252.0,4,152.0,21.0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,161.0,4.0,3.7,3.52,4150.0,95.0,16900
110,0.0,114.2,198.9,68.4,56.7,3285.0,4,120.0,8.4,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.46,2.19,5000.0,95.0,16695
111,0.0,114.2,198.9,68.4,58.7,3485.0,4,152.0,21.0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,122.0,4.0,3.7,3.52,4150.0,95.0,17075
112,0.0,107.9,186.7,68.4,56.7,3075.0,4,120.0,8.4,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,161.0,4.0,3.46,3.19,5000.0,97.0,16630
113,0.0,107.9,186.7,68.4,56.7,3252.0,4,152.0,21.0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,161.0,4.0,3.7,3.52,4150.0,95.0,17950
114,0.0,108.0,186.7,68.3,56.0,3130.0,4,134.0,7.0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,161.0,4.0,3.61,3.21,5600.0,142.0,18150
115,1.0,93.7,157.3,63.8,50.8,1918.0,4,90.0,9.4,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,119.0,2.0,2.97,3.23,5500.0,68.0,5572
116,1.0,93.7,157.3,63.8,50.8,2128.0,4,98.0,7.6,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,119.0,2.0,3.03,3.39,5500.0,102.0,7957
117,1.0,93.7,157.3,63.8,50.6,1967.0,4,90.0,9.4,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,154.0,4.0,2.97,3.23,5500.0,68.0,6229
118,1.0,93.7,167.3,63.8,50.8,1989.0,4,90.0,9.4,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,154.0,4.0,2.97,3.23,5500.0,68.0,6692
119,1.0,93.7,167.3,63.8,50.8,2191.0,4,98.0,9.4,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,154.0,4.0,2.97,3.23,5500.0,68.0,7609
120,-1.0,103.3,174.6,64.6,59.8,2535.0,4,122.0,8.5,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74.0,4.0,3.35,3.46,5000.0,88.0,8921
121,3.0,95.9,173.2,66.3,50.2,2818.0,4,156.0,7.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,122.0,2.0,3.59,3.86,5000.0,145.0,12764
122,3.0,94.5,168.9,68.3,50.2,2778.0,4,151.0,9.5,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,186.0,2.0,3.94,3.11,5500.0,143.0,22018
123,3.0,89.5,168.9,65.0,51.6,2756.0,6,194.0,9.5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.74,2.9,5900.0,207.0,32528
124,3.0,89.5,168.9,65.0,51.6,2756.0,6,194.0,9.5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.74,2.9,5900.0,207.0,34028
125,3.0,89.5,168.9,65.0,51.6,2800.0,6,194.0,9.5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.74,2.9,5900.0,207.0,37028
126,0.0,96.1,181.5,66.5,55.2,2579.0,4,132.0,8.7,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.46,3.9,5117.587939698493,103.39698492462311,9295
127,2.0,96.1,176.8,66.6,50.5,2460.0,4,132.0,8.7,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.46,3.9,5117.587939698493,103.39698492462311,9895
128,3.0,99.1,186.6,66.5,56.1,2658.0,4,121.0,9.31,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,150.0,2.0,3.54,3.07,5250.0,110.0,11850
129,2.0,99.1,186.6,66.5,56.1,2695.0,4,121.0,9.3,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,104.0,4.0,3.54,3.07,5250.0,110.0,12170
130,3.0,99.1,186.6,66.5,56.1,2707.0,4,121.0,9.3,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,150.0,2.0,2.54,2.07,5250.0,110.0,15040
131,2.0,99.1,186.6,66.5,56.1,2758.0,4,121.0,9.3,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,104.0,4.0,3.54,3.07,5250.0,110.0,15510
132,3.0,99.1,186.6,66.5,56.1,2808.0,4,121.0,9.0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,150.0,2.0,3.54,3.07,5500.0,160.0,18150
133,2.0,99.1,186.6,66.5,56.1,2847.0,4,121.0,9.0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104.0,4.0,3.54,3.07,5500.0,160.0,18620
134,2.0,93.7,156.9,63.4,53.7,2050.0,4,97.0,9.0,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.36,4900.0,69.0,5118
135,2.0,93.7,157.9,63.6,53.7,2120.0,4,108.0,8.7,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.64,4400.0,73.0,7053
136,2.0,93.3,157.3,63.8,55.7,2240.0,4,108.0,8.7,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.64,4400.0,73.0,7603
137,0.0,97.2,172.0,65.4,52.5,2145.0,4,108.0,9.5,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4800.0,82.0,7126
138,0.0,97.2,172.0,65.4,52.5,2190.0,4,108.0,9.5,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4400.0,82.0,7775
139,0.0,97.2,172.0,65.4,52.5,2340.0,4,108.0,9.0,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,102.0,4.0,3.62,2.64,5200.0,94.0,9960
140,0.0,97.0,172.0,65.4,54.3,2385.0,4,108.0,9.0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4800.0,82.0,9233
141,0.0,97.0,172.0,65.4,54.3,2510.0,4,108.0,7.7,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,102.0,4.0,3.62,2.64,4800.0,111.0,11259
142,0.0,97.0,173.5,65.4,53.0,2290.0,4,108.0,9.0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,89.0,4.0,3.62,2.64,4800.0,82.0,7463
143,0.0,97.0,173.5,65.4,53.0,2455.0,4,108.0,9.0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,89.0,4.0,3.62,2.64,5200.0,94.0,10198
144,0.0,96.9,173.6,65.4,54.9,2420.0,4,108.0,9.0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,85.0,4.0,3.62,2.64,4800.0,82.0,8013
145,0.0,96.9,173.6,65.4,54.9,2650.0,4,108.0,7.7,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85.0,4.0,3.62,2.64,4800.0,111.0,11694
146,1.0,95.7,158.7,63.6,54.5,1985.0,4,92.0,9.0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87.0,2.0,3.05,3.03,4800.0,62.0,5348
147,1.0,95.7,158.7,63.6,54.5,2040.0,4,92.0,9.0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87.0,2.0,3.05,3.03,4800.0,62.0,6338
148,1.0,95.7,158.7,63.6,54.5,2015.0,4,92.0,9.0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74.0,4.0,3.05,3.03,4800.0,62.0,6488
149,0.0,95.7,169.7,63.6,59.1,2280.0,4,92.0,9.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,77.0,4.0,3.05,3.03,4800.0,62.0,6918
150,0.0,95.7,169.7,63.6,59.1,2290.0,4,92.0,9.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,81.0,4.0,3.05,3.03,4800.0,62.0,7898
151,0.0,95.7,169.7,63.6,59.1,3110.0,4,92.0,9.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.05,3.03,4800.0,62.0,8778
152,0.0,95.7,166.3,64.4,53.0,2081.0,4,98.0,9.0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,6938
153,0.0,95.7,166.3,64.4,52.8,2109.0,4,98.0,9.0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,7198
154,0.0,95.7,166.3,64.4,53.0,2275.0,4,110.0,22.5,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91.0,4.0,3.27,3.35,4500.0,56.0,7898
